benchmark,concurrency,session_id,turn,prompt_tokens,completion_tokens,cumulative_context_tokens,latency_s,status
livecodebench,16,8,5,0,0,0,0.5510015487670898,error:http_400
livecodebench,16,9,0,174,256,430,2.871,ok
livecodebench,16,9,1,3484,256,3740,5.152,ok
livecodebench,16,9,2,8987,256,9243,6.625,ok
livecodebench,16,9,3,16662,256,16918,8.257,ok
livecodebench,16,9,4,26613,256,26869,10.003,ok
livecodebench,16,9,5,0,0,0,0.38991451263427734,error:http_400
livecodebench,16,10,0,174,256,430,2.843,ok
livecodebench,16,10,1,3453,256,3709,5.135,ok
livecodebench,16,10,2,9008,256,9264,6.611,ok
livecodebench,16,10,3,16785,256,17041,8.216,ok
livecodebench,16,10,4,26813,256,27069,9.999,ok
livecodebench,16,10,5,0,0,0,0.1900324821472168,error:http_400
livecodebench,16,11,0,174,256,430,2.864,ok
livecodebench,16,11,1,3475,256,3731,5.376,ok
livecodebench,16,11,2,8981,256,9237,6.818,ok
livecodebench,16,11,3,16724,256,16980,8.615,ok
livecodebench,16,11,4,26735,256,26991,9.325,ok
livecodebench,16,11,5,0,0,0,0.4601302146911621,error:http_400
livecodebench,16,12,0,174,256,430,2.852,ok
livecodebench,16,12,1,3426,256,3682,5.384,ok
livecodebench,16,12,2,9024,256,9280,6.729,ok
livecodebench,16,12,3,16853,256,17109,8.386,ok
livecodebench,16,12,4,26873,256,27129,9.618,ok
livecodebench,16,12,5,0,0,0,0.48612308502197266,error:http_400
livecodebench,16,13,0,174,256,430,2.85,ok
livecodebench,16,13,1,3479,256,3735,5.164,ok
livecodebench,16,13,2,9029,256,9285,6.63,ok
livecodebench,16,13,3,16811,256,17067,8.234,ok
livecodebench,16,13,4,26889,256,27145,10.021,ok
livecodebench,16,13,5,0,0,0,0.29279446601867676,error:http_400
livecodebench,16,14,0,174,256,430,2.86,ok
livecodebench,16,14,1,3443,256,3699,5.148,ok
livecodebench,16,14,2,8932,256,9188,6.62,ok
livecodebench,16,14,3,16677,256,16933,8.24,ok
livecodebench,16,14,4,26699,256,26955,10.01,ok
livecodebench,16,14,5,0,0,0,0.3138771057128906,error:http_400
livecodebench,16,15,0,174,256,430,2.865,ok
livecodebench,16,15,1,3472,256,3728,5.47,ok
livecodebench,16,15,2,8978,256,9234,7.037,ok
livecodebench,16,15,3,16627,256,16883,8.618,ok
livecodebench,16,15,4,26595,256,26851,9.013,ok
livecodebench,16,15,5,0,0,0,0.5562288761138916,error:http_400
