config,concurrency,repeat,task_id,step_id,agent_role,tpot_ms,ttft_ms,latency_ms,prompt_tokens,completion_tokens
TP2 H200 NVLink,64,1,28,E1,executor,12.37171490987142,561.0508918762207,746.626615524292,2006,16
TP2 H200 NVLink,64,1,28,A,aggregator,28.14784049987793,581.3369750976562,1003.5545825958252,2027,16
TP2 H200 NVLink,64,1,29,P,planner,33.50053121755411,790.5120849609375,6887.608766555786,128,183
TP2 H200 NVLink,64,1,29,E0,executor,26.44717584956776,463.69123458862305,12100.448608398438,317,441
TP2 H200 NVLink,64,1,29,E1,executor,21.42917676405473,566.9252872467041,9995.763063430786,762,441
TP2 H200 NVLink,64,1,29,A,aggregator,16.937771281757794,754.8081874847412,17709.517240524292,1207,1002
TP2 H200 NVLink,64,1,30,P,planner,23.807532446725027,790.703535079956,2457.230806350708,132,71
TP2 H200 NVLink,64,1,30,E0,executor,32.02812671661377,566.4124488830566,886.6937160491943,209,11
TP2 H200 NVLink,64,1,30,E1,executor,65.07566240098741,491.0387992858887,1076.7197608947754,224,10
TP2 H200 NVLink,64,1,30,A,aggregator,33.936565728496305,563.8706684112549,5281.053304672241,238,140
TP2 H200 NVLink,64,1,31,P,planner,32.647018284760705,791.0299301147461,9213.960647583008,75,259
TP2 H200 NVLink,64,1,31,E0,executor,23.171980315023667,465.69132804870605,19721.606969833374,340,832
TP2 H200 NVLink,64,1,31,E1,executor,17.838580439789126,511.40594482421875,11107.52272605896,1177,595
TP2 H200 NVLink,64,1,31,A,aggregator,14.890420225869239,656.200647354126,7386.6705894470215,1776,453
TP2 H200 NVLink,64,1,32,P,planner,32.33448107531116,866.774320602417,5943.2878494262695,65,158
TP2 H200 NVLink,64,1,32,E0,executor,29.57645058631897,567.0285224914551,2223.3097553253174,229,57
TP2 H200 NVLink,64,1,32,E1,executor,27.129173278808594,492.45476722717285,2011.688470840454,290,57
TP2 H200 NVLink,64,1,32,A,aggregator,24.738753714212557,553.2457828521729,7653.268098831177,351,288
TP2 H200 NVLink,64,1,33,P,planner,24.36793292010272,790.4398441314697,2106.3082218170166,36,55
TP2 H200 NVLink,64,1,33,E0,executor,42.25410542017977,560.5432987213135,3560.584783554077,97,72
TP2 H200 NVLink,64,1,33,E1,executor,41.241794162326386,472.78547286987305,2328.6662101745605,173,46
TP2 H200 NVLink,64,1,33,A,aggregator,27.978797753651936,558.5412979125977,2573.014736175537,223,73
TP2 H200 NVLink,64,1,34,P,planner,33.508470909080316,788.9351844787598,7457.120895385742,46,200
TP2 H200 NVLink,64,1,34,E0,executor,20.322908174248603,534.8601341247559,37380.292654037476,252,1814
TP2 H200 NVLink,64,1,34,E1,executor,11.793994903564453,672.2886562347412,849.198579788208,2070,16
TP2 H200 NVLink,64,1,34,A,aggregator,10.909589131673178,552.1500110626221,715.7938480377197,2091,16
TP2 H200 NVLink,64,1,35,P,planner,30.557383384023392,979.2611598968506,4401.688098907471,48,113
TP2 H200 NVLink,64,1,35,E0,executor,37.38224665323893,500.02002716064453,3303.6885261535645,167,76
TP2 H200 NVLink,64,1,35,E1,executor,29.635316035786612,588.9666080474854,2396.7208862304688,247,62
TP2 H200 NVLink,64,1,35,A,aggregator,24.817240120160697,464.85114097595215,7984.474897384644,313,304
TP2 H200 NVLink,64,1,36,P,planner,32.539426281465495,1062.4258518218994,6886.983156204224,1948,180
TP2 H200 NVLink,64,1,36,E0,executor,25.664176801014648,655.4768085479736,11152.125120162964,2134,410
TP2 H200 NVLink,64,1,36,E1,executor,26.601505279541016,672.0952987670898,1071.117877960205,2549,16
TP2 H200 NVLink,64,1,36,A,aggregator,26.747528711954754,631.2892436981201,1032.5021743774414,2570,16
TP2 H200 NVLink,64,1,37,P,planner,21.833468456657567,980.6869029998779,2050.5268573760986,36,50
TP2 H200 NVLink,64,1,37,E0,executor,45.55834134419759,509.56201553344727,2559.687376022339,92,46
TP2 H200 NVLink,64,1,37,E1,executor,36.75306086637536,474.96628761291504,2275.8662700653076,142,50
TP2 H200 NVLink,64,1,37,A,aggregator,28.741641761430728,569.3192481994629,4966.790437698364,196,154
TP2 H200 NVLink,64,1,38,P,planner,31.34801881066684,977.8549671173096,4614.225149154663,49,117
TP2 H200 NVLink,64,1,38,E0,executor,27.033924491484584,469.33603286743164,17581.810235977173,172,634
TP2 H200 NVLink,64,1,38,E1,executor,20.37201490667131,550.0855445861816,9350.795984268188,810,433
TP2 H200 NVLink,64,1,38,A,aggregator,16.172823313065468,555.854320526123,15774.481058120728,1247,942
TP2 H200 NVLink,64,1,39,P,planner,21.804699897766113,979.6042442321777,2069.8392391204834,55,51
TP2 H200 NVLink,64,1,39,E0,executor,38.751867082383896,489.8545742034912,1884.9217891693115,112,37
TP2 H200 NVLink,64,1,39,E1,executor,35.909645898001536,550.6768226623535,1807.5144290924072,153,36
TP2 H200 NVLink,64,1,39,A,aggregator,29.281684160232544,556.3869476318359,6412.723779678345,193,201
TP2 H200 NVLink,64,1,40,P,planner,33.24606746293922,979.4564247131348,7994.376659393311,71,212
TP2 H200 NVLink,64,1,40,E0,executor,27.47253966487311,558.3360195159912,4761.634588241577,289,154
TP2 H200 NVLink,64,1,40,E1,executor,24.260066396040884,546.0081100463867,3918.1573390960693,447,140
TP2 H200 NVLink,64,1,40,A,aggregator,21.600032227915925,505.69629669189453,15604.118824005127,591,700
TP2 H200 NVLink,64,1,41,P,planner,31.446828585281114,978.4126281738281,10318.12071800232,46,298
TP2 H200 NVLink,64,1,41,E0,executor,22.919786603827227,662.4987125396729,1533.4506034851074,350,39
TP2 H200 NVLink,64,1,41,E1,executor,22.1990284166838,482.68938064575195,904.4709205627441,393,20
TP2 H200 NVLink,64,1,41,A,aggregator,22.17571249285948,547.7125644683838,18820.499658584595,417,825
TP2 H200 NVLink,64,1,42,P,planner,22.70398935165916,1061.1720085144043,38363.826513290405,712,1644
TP2 H200 NVLink,64,1,42,E0,executor,14.30390753225591,659.841775894165,10357.891082763672,2362,679
TP2 H200 NVLink,64,1,42,E1,executor,7.4352264404296875,560.004472732544,671.5328693389893,3046,16
TP2 H200 NVLink,64,1,42,A,aggregator,6.925630569458008,569.4777965545654,673.3622550964355,3067,16
TP2 H200 NVLink,64,1,43,P,planner,22.016814414491044,979.3558120727539,2014.146089553833,46,48
TP2 H200 NVLink,64,1,43,E0,executor,44.0714511465519,544.513463973999,2615.8716678619385,100,48
TP2 H200 NVLink,64,1,43,E1,executor,36.384126719306494,542.7854061126709,3016.9060230255127,152,69
TP2 H200 NVLink,64,1,43,A,aggregator,28.581168200518633,645.9903717041016,2760.9968185424805,225,75
TP2 H200 NVLink,64,1,44,P,planner,27.317111308758076,977.226734161377,3107.961416244507,43,79
TP2 H200 NVLink,64,1,44,E0,executor,44.696784788562404,487.03956604003906,1872.6398944854736,128,32
TP2 H200 NVLink,64,1,44,E1,executor,38.5360179408904,492.30384826660156,1686.920404434204,164,32
TP2 H200 NVLink,64,1,44,A,aggregator,28.03085371851921,494.82011795043945,9464.693307876587,200,321
TP2 H200 NVLink,64,1,45,P,planner,34.043243787821055,975.6779670715332,7988.586187362671,66,207
TP2 H200 NVLink,64,1,45,E0,executor,21.46871890608018,478.23381423950195,29181.9109916687,279,1338
TP2 H200 NVLink,64,1,45,E1,executor,15.074637691670484,559.5736503601074,11548.98452758789,1621,730
TP2 H200 NVLink,64,1,45,A,aggregator,7.296276092529297,569.2853927612305,678.7295341491699,2356,16
TP2 H200 NVLink,64,1,46,P,planner,26.637792587280273,978.1417846679688,3428.818702697754,69,93
TP2 H200 NVLink,64,1,46,E0,executor,32.11137623462862,521.1358070373535,10443.551063537598,168,310
TP2 H200 NVLink,64,1,46,E1,executor,23.980394223841227,479.25329208374023,5395.234107971191,482,206
TP2 H200 NVLink,64,1,46,A,aggregator,21.188287445194813,643.7678337097168,8313.92788887024,692,363
TP2 H200 NVLink,64,1,47,P,planner,27.452899859501766,977.0529270172119,3832.1545124053955,65,105
TP2 H200 NVLink,64,1,47,E0,executor,34.36064100884772,565.1600360870361,3210.9293937683105,176,78
TP2 H200 NVLink,64,1,47,E1,executor,23.489828767447637,584.0928554534912,1265.2978897094727,258,30
TP2 H200 NVLink,64,1,47,A,aggregator,28.05149489344813,485.2263927459717,5562.546968460083,292,182
TP2 H200 NVLink,64,1,48,P,planner,31.667899785551636,976.8991470336914,6012.095212936401,54,160
TP2 H200 NVLink,64,1,48,E0,executor,25.89995540789704,577.2755146026611,17930.245637893677,220,671
TP2 H200 NVLink,64,1,48,E1,executor,18.827521928264577,566.7839050292969,11147.85122871399,895,563
TP2 H200 NVLink,64,1,48,A,aggregator,15.42073788087061,564.9757385253906,13132.877111434937,1462,816
TP2 H200 NVLink,64,1,49,P,planner,26.660105456476625,974.8504161834717,3427.5801181793213,53,93
TP2 H200 NVLink,64,1,49,E0,executor,52.30973448072161,524.4553089141846,1256.791591644287,152,15
TP2 H200 NVLink,64,1,49,E1,executor,36.17550165225298,588.7751579284668,1999.619722366333,171,40
TP2 H200 NVLink,64,1,49,A,aggregator,28.633457846222562,479.27308082580566,7322.669506072998,215,240
TP2 H200 NVLink,64,1,50,P,planner,31.847777639984326,975.9478569030762,5976.048946380615,48,158
TP2 H200 NVLink,64,1,50,E0,executor,26.121849237486373,628.2660961151123,15230.379819869995,212,560
TP2 H200 NVLink,64,1,50,E1,executor,21.236083969961786,552.9255867004395,8983.650922775269,776,398
TP2 H200 NVLink,64,1,50,A,aggregator,15.559330633825454,501.24096870422363,18612.30182647705,1178,1165
TP2 H200 NVLink,64,1,51,P,planner,31.345329211868403,977.0841598510742,5083.322286605835,69,132
TP2 H200 NVLink,64,1,51,E0,executor,34.53266014487056,562.3002052307129,2599.727153778076,207,60
TP2 H200 NVLink,64,1,51,E1,executor,29.625364991485096,608.6599826812744,2415.8072471618652,271,62
TP2 H200 NVLink,64,1,51,A,aggregator,24.93844443945576,547.0743179321289,7479.96187210083,337,279
TP2 H200 NVLink,64,1,52,P,planner,30.713339320948865,974.7040271759033,4721.731424331665,95,123
TP2 H200 NVLink,64,1,52,E0,executor,26.736734819806312,565.5062198638916,13506.085872650146,224,485
TP2 H200 NVLink,64,1,52,E1,executor,21.24681017705514,667.2887802124023,10908.251285552979,713,483
TP2 H200 NVLink,64,1,52,A,aggregator,16.75090107185712,770.1938152313232,8844.128131866455,1200,483
TP2 H200 NVLink,64,1,53,P,planner,25.156278867979307,975.8520126342773,2837.416648864746,43,75
TP2 H200 NVLink,64,1,53,E0,executor,37.252200018499316,481.7371368408203,4095.200538635254,124,98
TP2 H200 NVLink,64,1,53,E1,executor,27.374087286389564,605.2398681640625,7229.768991470337,226,243
TP2 H200 NVLink,64,1,53,A,aggregator,21.83941474876499,480.0403118133545,17995.250940322876,473,803
TP2 H200 NVLink,64,1,54,P,planner,27.617757472036978,974.3456840515137,21383.86845588684,200,740
TP2 H200 NVLink,64,1,54,E0,executor,18.829020074725378,557.8038692474365,20478.907108306885,946,1059
TP2 H200 NVLink,64,1,54,E1,executor,13.68329853847109,556.6802024841309,2937.5741481781006,2009,175
TP2 H200 NVLink,64,1,54,A,aggregator,21.973498662312824,540.0927066802979,869.6951866149902,2189,16
TP2 H200 NVLink,64,1,55,P,planner,33.24120191601215,975.4836559295654,7989.37726020813,58,212
TP2 H200 NVLink,64,1,55,E0,executor,23.608592373353464,559.2262744903564,20957.05008506775,276,865
TP2 H200 NVLink,64,1,55,E1,executor,20.445906754696008,614.8324012756348,3313.692092895508,1145,133
TP2 H200 NVLink,64,1,55,A,aggregator,15.965027061267213,607.9373359680176,14960.496664047241,1282,900
TP2 H200 NVLink,64,1,56,P,planner,30.438345090477867,973.9387035369873,4413.471698760986,95,114
TP2 H200 NVLink,64,1,56,E0,executor,28.877979516983032,565.9000873565674,10961.972713470459,215,361
TP2 H200 NVLink,64,1,56,E1,executor,23.743043376450554,578.3646106719971,7677.534580230713,580,300
TP2 H200 NVLink,64,1,56,A,aggregator,19.441359118318292,553.6439418792725,11032.536506652832,884,540
TP2 H200 NVLink,64,1,57,P,planner,32.77798567976907,976.233959197998,7990.722894668579,73,215
TP2 H200 NVLink,64,1,57,E0,executor,25.62878561801598,558.1586360931396,9938.294172286987,294,367
TP2 H200 NVLink,64,1,57,E1,executor,30.110105872154236,694.1120624542236,1175.8737564086914,665,17
TP2 H200 NVLink,64,1,57,A,aggregator,20.96699432385805,631.5433979034424,13169.806003570557,686,599
TP2 H200 NVLink,64,1,58,P,planner,26.74468795021812,974.1942882537842,3407.960891723633,80,92
TP2 H200 NVLink,64,1,58,E0,executor,39.044270389958434,540.2758121490479,3507.6403617858887,178,77
TP2 H200 NVLink,64,1,58,E1,executor,28.663892012376053,619.8246479034424,1737.7164363861084,259,40
TP2 H200 NVLink,64,1,58,A,aggregator,26.691916560338548,532.9968929290771,6992.440700531006,303,243
TP2 H200 NVLink,64,1,59,P,planner,31.863884014241837,975.3179550170898,5308.8061809539795,66,137
TP2 H200 NVLink,64,1,59,E0,executor,24.21610524668496,533.6449146270752,25088.775634765625,209,1015
TP2 H200 NVLink,64,1,59,E1,executor,16.72937226767587,560.3220462799072,14077.654838562012,1228,809
TP2 H200 NVLink,64,1,59,A,aggregator,37.06316947937012,563.0807876586914,1119.0283298492432,2041,16
TP2 H200 NVLink,64,1,60,P,planner,31.393488010246596,974.3752479553223,11459.800243377686,113,335
TP2 H200 NVLink,64,1,60,E0,executor,22.98393574627963,469.8474407196045,1481.1406135559082,454,45
TP2 H200 NVLink,64,1,60,E1,executor,22.73205808691076,560.8730316162109,2243.0453300476074,503,75
TP2 H200 NVLink,64,1,60,A,aggregator,22.02567240934678,577.0878791809082,15686.699151992798,582,687
TP2 H200 NVLink,64,1,61,P,planner,26.315905831076883,1031.4202308654785,3636.69490814209,53,100
TP2 H200 NVLink,64,1,61,E0,executor,36.08154940914798,571.3868141174316,3349.666118621826,159,78
TP2 H200 NVLink,64,1,61,E1,executor,25.51779875884185,637.239933013916,1581.3984870910645,241,38
TP2 H200 NVLink,64,1,61,A,aggregator,28.257524967193604,514.8253440856934,3905.728340148926,283,121
TP2 H200 NVLink,64,1,62,P,planner,30.39216423034668,973.320484161377,4772.341012954712,51,126
TP2 H200 NVLink,64,1,62,E0,executor,27.162739672375245,495.7756996154785,15462.445259094238,183,552
TP2 H200 NVLink,64,1,62,E1,executor,23.000943660736084,558.3384037017822,1018.3572769165039,739,21
TP2 H200 NVLink,64,1,62,A,aggregator,18.528299903438104,687.7360343933105,17066.753149032593,764,885
TP2 H200 NVLink,64,1,63,P,planner,28.617165913091643,974.4420051574707,4036.4787578582764,75,108
TP2 H200 NVLink,64,1,63,E0,executor,22.249349572148102,551.7945289611816,33391.83449745178,189,1477
TP2 H200 NVLink,64,1,63,E1,executor,13.300158760764383,533.8902473449707,680.1919937133789,1670,12
TP2 H200 NVLink,64,1,63,A,aggregator,14.406920145343802,551.0404109954834,10866.395235061646,1686,717
TP2 H200 NVLink,64,2,0,P,planner,43.89607388040294,241.88947677612305,2261.108875274658,41,47
TP2 H200 NVLink,64,2,0,E0,executor,19.40951801481701,4448.926210403442,8524.924993515015,94,211
TP2 H200 NVLink,64,2,0,E1,executor,26.553399591560822,473.8285541534424,4881.692886352539,309,167
TP2 H200 NVLink,64,2,0,A,aggregator,23.709193549372934,487.7429008483887,8833.379030227661,480,353
TP2 H200 NVLink,64,2,1,P,planner,69.12893429398537,425.2948760986328,4849.546670913696,43,65
TP2 H200 NVLink,64,2,1,E0,executor,76.47436005728585,2092.0157432556152,2627.336263656616,114,8
TP2 H200 NVLink,64,2,1,E1,executor,27.843543461390905,471.5847969055176,666.4896011352539,126,8
TP2 H200 NVLink,64,2,1,A,aggregator,31.232177509981042,562.1862411499023,3216.921329498291,138,86
TP2 H200 NVLink,64,2,2,P,planner,46.835847068251226,513.1523609161377,5852.438926696777,40,115
TP2 H200 NVLink,64,2,2,E0,executor,24.74966480768806,1424.058437347412,23847.254753112793,161,907
TP2 H200 NVLink,64,2,2,E1,executor,13.995769234533958,544.3017482757568,11474.997520446777,1072,782
TP2 H200 NVLink,64,2,2,A,aggregator,8.07488759358724,552.1242618560791,673.2475757598877,1858,16
TP2 H200 NVLink,64,2,3,P,planner,39.67165946960449,512.9458904266357,631.9608688354492,313,4
TP2 H200 NVLink,64,2,3,E0,executor,153.73818079630533,819.4432258605957,1280.6577682495117,323,4
TP2 H200 NVLink,64,2,3,E1,executor,0.5828539530436198,4645.735025405884,4647.483587265015,331,4
TP2 H200 NVLink,64,2,3,A,aggregator,88.47006162007649,828.9034366607666,1094.313621520996,339,4
TP2 H200 NVLink,64,2,4,P,planner,16.454731072653622,631.0951709747314,6900.347709655762,596,382
TP2 H200 NVLink,64,2,4,E0,executor,28.159411699041126,752.2797584533691,9847.769737243652,984,324
TP2 H200 NVLink,64,2,4,E1,executor,18.663183848063152,740.8661842346191,1020.8139419555664,1312,16
TP2 H200 NVLink,64,2,4,A,aggregator,30.414470036824543,611.2532615661621,1067.4703121185303,1333,16
TP2 H200 NVLink,64,2,5,P,planner,22.16318143488726,595.4992771148682,21739.174365997314,189,955
TP2 H200 NVLink,64,2,5,E0,executor,17.265997567423547,597.801685333252,16948.70138168335,1150,948
TP2 H200 NVLink,64,2,5,E1,executor,10.828495025634766,552.9346466064453,715.3620719909668,2102,16
TP2 H200 NVLink,64,2,5,A,aggregator,10.821262995402018,548.7256050109863,711.0445499420166,2123,16
TP2 H200 NVLink,64,2,6,P,planner,25.553143229977838,630.6948661804199,6559.024095535278,550,233
TP2 H200 NVLink,64,2,6,E0,executor,32.282043780599324,914.4124984741211,4530.001401901245,789,113
TP2 H200 NVLink,64,2,6,E1,executor,23.566814569326546,618.3946132659912,1231.1317920684814,906,27
TP2 H200 NVLink,64,2,6,A,aggregator,20.101672576672907,559.3650341033936,24420.050382614136,937,1188
TP2 H200 NVLink,64,2,7,P,planner,84.02430733969045,595.0064659118652,4208.051681518555,41,44
TP2 H200 NVLink,64,2,7,E0,executor,37.36838217704527,2707.597255706787,5024.436950683594,91,63
TP2 H200 NVLink,64,2,7,E1,executor,31.445762690375833,553.4648895263672,1622.6208209991455,158,35
TP2 H200 NVLink,64,2,7,A,aggregator,29.696589708328247,503.2782554626465,1691.1418437957764,197,41
TP2 H200 NVLink,64,2,8,P,planner,33.83635072147145,601.5613079071045,6353.740930557251,125,171
TP2 H200 NVLink,64,2,8,E0,executor,26.320611114040265,920.6805229187012,18318.604469299316,302,662
TP2 H200 NVLink,64,2,8,E1,executor,16.29530878519981,628.7407875061035,13322.786331176758,968,780
TP2 H200 NVLink,64,2,8,A,aggregator,10.910352071126303,560.8503818511963,724.5056629180908,1752,16
TP2 H200 NVLink,64,2,9,P,planner,27.321873696197365,714.6797180175781,6534.238815307617,56,214
TP2 H200 NVLink,64,2,9,E0,executor,31.243520163594276,854.3059825897217,7509.175777435303,276,214
TP2 H200 NVLink,64,2,9,E1,executor,18.93200193132673,672.921895980835,1335.5419635772705,494,36
TP2 H200 NVLink,64,2,9,A,aggregator,22.508032109639416,584.5932960510254,13729.284048080444,534,585
TP2 H200 NVLink,64,2,10,P,planner,52.22568762929816,714.8618698120117,5676.302194595337,52,96
TP2 H200 NVLink,64,2,10,E0,executor,27.88953706455444,1596.7848300933838,14063.407897949219,154,448
TP2 H200 NVLink,64,2,10,E1,executor,22.02342516416079,503.7672519683838,8982.785940170288,606,386
TP2 H200 NVLink,64,2,10,A,aggregator,12.32690226148676,579.7250270843506,16555.39035797119,996,1297
TP2 H200 NVLink,64,2,11,P,planner,54.674533280459315,713.9852046966553,5525.344133377075,55,89
TP2 H200 NVLink,64,2,11,E0,executor,32.0835946554161,1746.5806007385254,7072.457313537598,150,167
TP2 H200 NVLink,64,2,11,E1,executor,23.647110949280442,499.76134300231934,2698.9426612854004,321,94
TP2 H200 NVLink,64,2,11,A,aggregator,24.03935142185377,499.1316795349121,8239.802837371826,419,323
TP2 H200 NVLink,64,2,12,P,planner,76.658616065979,713.2630348205566,4546.193838119507,45,51
TP2 H200 NVLink,64,2,12,E0,executor,38.79692157109579,2389.7111415863037,5648.65255355835,102,85
TP2 H200 NVLink,64,2,12,E1,executor,17.942653761969673,477.73194313049316,800.6997108459473,191,19
TP2 H200 NVLink,64,2,12,A,aggregator,25.8103609085083,524.6143341064453,6409.376621246338,214,229
TP2 H200 NVLink,64,2,13,P,planner,63.57124873570034,713.0947113037109,5163.082122802734,54,71
TP2 H200 NVLink,64,2,13,E0,executor,41.632609367370605,1839.994192123413,3921.6246604919434,131,51
TP2 H200 NVLink,64,2,13,E1,executor,29.773879051208496,495.20230293273926,1983.896255493164,186,51
TP2 H200 NVLink,64,2,13,A,aggregator,24.754329199504514,554.6054840087891,14565.555810928345,241,567
TP2 H200 NVLink,64,2,14,P,planner,159.49296951293945,712.9127979278564,872.4057674407959,166,2
TP2 H200 NVLink,64,2,14,E0,executor,63.61508369445801,2071.0830688476562,2134.6981525421143,174,2
TP2 H200 NVLink,64,2,14,E1,executor,1.392364501953125,3866.994619369507,3868.38698387146,180,2
TP2 H200 NVLink,64,2,14,A,aggregator,86.25149726867676,691.7450428009033,777.9965400695801,186,2
TP2 H200 NVLink,64,2,15,P,planner,38.28454684544276,713.0651473999023,6187.755346298218,100,144
TP2 H200 NVLink,64,2,15,E0,executor,29.842133705432598,1095.4992771148682,8854.454040527344,250,261
TP2 H200 NVLink,64,2,15,E1,executor,29.62138917711046,517.0755386352539,1583.4455490112305,515,37
TP2 H200 NVLink,64,2,15,A,aggregator,22.619134849972195,577.3434638977051,1391.632318496704,556,37
TP2 H200 NVLink,64,2,16,P,planner,40.37951519995025,712.8372192382812,6042.933225631714,45,133
TP2 H200 NVLink,64,2,16,E0,executor,37.37457056303282,1229.5899391174316,3995.3081607818604,184,75
TP2 H200 NVLink,64,2,16,E1,executor,29.24942970275879,527.3141860961914,1872.7879524230957,263,47
TP2 H200 NVLink,64,2,16,A,aggregator,24.93196509101174,505.22637367248535,5990.258693695068,314,221
TP2 H200 NVLink,64,2,17,P,planner,81.41224119398329,712.6636505126953,4376.214504241943,44,46
TP2 H200 NVLink,64,2,17,E0,executor,38.436316308521086,2544.102668762207,4158.427953720093,96,43
TP2 H200 NVLink,64,2,17,E1,executor,32.69524485976608,551.3286590576172,2316.8718814849854,143,55
TP2 H200 NVLink,64,2,17,A,aggregator,26.3741392388566,503.11732292175293,7861.502170562744,202,280
TP2 H200 NVLink,64,2,18,P,planner,20.426260300402372,712.4934196472168,11538.411378860474,63,531
TP2 H200 NVLink,64,2,18,E0,executor,23.828455506647387,578.5160064697266,13398.22506904602,600,539
TP2 H200 NVLink,64,2,18,E1,executor,17.38071379400109,664.466381072998,7321.279764175415,1143,384
TP2 H200 NVLink,64,2,18,A,aggregator,13.267397682202636,617.4604892730713,8591.166496276855,1531,602
TP2 H200 NVLink,64,2,19,P,planner,56.21164185660226,711.8220329284668,5433.599948883057,47,85
TP2 H200 NVLink,64,2,19,E0,executor,29.372729179335803,1659.8553657531738,11294.110536575317,138,329
TP2 H200 NVLink,64,2,19,E1,executor,25.34467295596474,674.9680042266846,2119.614362716675,471,58
TP2 H200 NVLink,64,2,19,A,aggregator,21.744241292705116,601.0928153991699,9450.999021530151,533,408
TP2 H200 NVLink,64,2,20,P,planner,38.386235774402884,734.5404624938965,6185.385942459106,49,143
TP2 H200 NVLink,64,2,20,E0,executor,31.90895791589861,1086.7254734039307,6479.339361190796,198,170
TP2 H200 NVLink,64,2,20,E1,executor,31.273428599039715,593.879222869873,1062.9806518554688,372,16
TP2 H200 NVLink,64,2,20,A,aggregator,21.777155258322274,688.5848045349121,16890.788316726685,392,745
TP2 H200 NVLink,64,2,21,P,planner,23.95793272524464,734.3294620513916,6604.022979736328,389,246
TP2 H200 NVLink,64,2,21,E0,executor,22.199707939511253,864.1595840454102,28835.79158782959,641,1261
TP2 H200 NVLink,64,2,21,E1,executor,10.790559716355475,548.1793880462646,9202.208280563354,1906,803
TP2 H200 NVLink,64,2,21,A,aggregator,6.97325070699056,559.6656799316406,664.264440536499,2714,16
TP2 H200 NVLink,64,2,22,P,planner,24.234749964164006,740.7381534576416,6581.312894821167,50,242
TP2 H200 NVLink,64,2,22,E0,executor,31.592930655881585,804.218053817749,6048.644542694092,298,167
TP2 H200 NVLink,64,2,22,E1,executor,25.713611293483424,545.2940464019775,3399.5048999786377,469,112
TP2 H200 NVLink,64,2,22,A,aggregator,23.013233811887975,519.9289321899414,8919.759273529053,585,366
TP2 H200 NVLink,64,2,23,P,planner,114.34475580851237,711.1561298370361,1054.1903972625732,243,4
TP2 H200 NVLink,64,2,23,E0,executor,55.42596181233724,3082.159996032715,3248.4378814697266,253,4
TP2 H200 NVLink,64,2,23,E1,executor,7.625500361124675,2619.630813598633,2642.507314682007,261,4
TP2 H200 NVLink,64,2,23,A,aggregator,38.803815841674805,618.6556816101074,735.0671291351318,269,4
TP2 H200 NVLink,64,2,24,P,planner,60.38507255347999,740.3559684753418,5208.851337432861,54,75
TP2 H200 NVLink,64,2,24,E0,executor,32.978808085123696,1794.0702438354492,9214.302062988281,135,226
TP2 H200 NVLink,64,2,24,E1,executor,18.125593662261963,491.14298820495605,563.6453628540039,365,5
TP2 H200 NVLink,64,2,24,A,aggregator,26.57781808804243,469.9544906616211,4616.09411239624,374,157
TP2 H200 NVLink,64,2,25,P,planner,119.52072779337566,1040.8451557159424,2833.656072616577,2106,16
TP2 H200 NVLink,64,2,25,E0,executor,1.2481053670247395,4037.1556282043457,4055.877208709717,2129,16
TP2 H200 NVLink,64,2,25,E1,executor,22.295093536376953,758.220911026001,1092.6473140716553,2150,16
TP2 H200 NVLink,64,2,25,A,aggregator,36.23394966125488,630.3706169128418,1173.879861831665,2171,16
TP2 H200 NVLink,64,2,26,P,planner,22.367543017976978,931.8559169769287,26945.308446884155,1021,1164
TP2 H200 NVLink,64,2,26,E0,executor,14.506260553995768,532.3119163513184,749.9058246612549,2191,16
TP2 H200 NVLink,64,2,26,E1,executor,23.293908437093098,514.2927169799805,863.701343536377,2212,16
TP2 H200 NVLink,64,2,26,A,aggregator,23.099565505981445,575.3524303436279,921.8459129333496,2233,16
TP2 H200 NVLink,64,2,27,P,planner,51.442279610582574,882.0052146911621,5666.137218475342,63,94
TP2 H200 NVLink,64,2,27,E0,executor,28.728241932362394,1508.547067642212,13028.572082519531,163,402
TP2 H200 NVLink,64,2,27,E1,executor,21.25044592789241,504.52327728271484,2884.573221206665,569,113
TP2 H200 NVLink,64,2,27,A,aggregator,17.18907845698721,565.281867980957,17479.335069656372,686,985
TP2 H200 NVLink,64,2,28,P,planner,31.130464239553973,881.2716007232666,6360.233306884766,364,177
TP2 H200 NVLink,64,2,28,E0,executor,26.355044100196864,1106.9612503051758,16867.2776222229,547,599
TP2 H200 NVLink,64,2,28,E1,executor,20.333260756272537,627.4514198303223,7235.7611656188965,1150,326
TP2 H200 NVLink,64,2,28,A,aggregator,14.260185721479816,553.987979888916,9794.588327407837,1480,649
TP2 H200 NVLink,64,2,29,P,planner,60.45733371251066,880.5973529815674,5173.068046569824,46,72
TP2 H200 NVLink,64,2,29,E0,executor,35.5422462242237,1828.2411098480225,6733.071088790894,124,139
TP2 H200 NVLink,64,2,29,E1,executor,24.78884975865202,508.24856758117676,3135.866641998291,267,107
TP2 H200 NVLink,64,2,29,A,aggregator,23.728570962315285,514.3213272094727,9863.378286361694,378,395
TP2 H200 NVLink,64,2,30,P,planner,51.397694193798564,881.3564777374268,5609.9443435668945,61,93
TP2 H200 NVLink,64,2,30,E0,executor,26.50676997361985,1563.9605522155762,16540.28558731079,160,566
TP2 H200 NVLink,64,2,30,E1,executor,19.19234712178169,620.8031177520752,9890.706777572632,730,484
